Grupo,Medicamento,Claves,Descripcion_Indicaciones_Dosis,Generalidades,Riesgo_Embarazo,Efectos_Adversos,Contraindicaciones_Precauciones,Interacciones
Grupo 10: Hematología,DABIGATRÁN ETEXILATO,010.000.5551.00; 010.000.5551.01; 010.000.5552.00; 010.000.5552.01,"Oral. CÁPSULA Adultos: Cada cápsula contiene: Dabigatrán Pacientes con insuficiencia renal moderada: etexilato mesilato equivalente a 75 mg de Cirugía de cadera, 75 mg, 1-4 horas posteriores a la dabigatrán etexilato intervención quirúrgica y continuar posteriormente con 150 mg cada 24 horas durante 28 a 35 días. Prevención de los eventos Cirugía de rodilla, 75 mg, 1-4 horas posteriores a la 010.000.5551.00 Envase con 30 cápsulas. intervención quirúrgica y continuar posteriormente con 150 mg 010.000.5551.01 Envase con 60 cápsulas. tromboembólicos venosos en adultos sometidos a cirugía cada 24 horas durante 10 días. electiva de reemplazo total Oral. CÁPSULA de cadera y rodilla. Adultos: Cada cápsula contiene: Dabigatrán Cirugía de cadera, 110 mg, 1-4 horas posteriores a la etexilato mesilato equivalente a 110 mg de intervención quirúrgica y continuar posteriormente con 220 mg dabigatrán etexilato cada 24 horas durante 28 a 35 días. Cirugía de rodilla, 110 mg, 1-4 horas posteriores a la 010.000.5552.00 Envase con 30 cápsulas. intervención quirúrgica y continuar posteriormente con 220 mg 010.000.5552.01 Envase con 60 cápsulas. cada 24 horas durante 10 días.","Es un inhibidor directo, competitivo y reversible de la trombina, enzima que cataliza la transformación de fibrinógeno en fibrina en la cascada de coagulación, impidiendo la formación de trombos. Dabigatrán inhibe la trombina libre, la trombina unida a fibrina y la agregación plaquetaria inducida por trombina.",C,"Anemia, hematoma, hemorragia en herida, disminución de hemoglobina, secreción de la herida, hematuria, hemartrosis, trombocitopenia, epistaxis, hemorragia gastrointestinal, hemorragia hemorroidal, equimosis, hemorragia en sitio de colocación de catéter, sangrado posoperatorio, sangrado por la herida, incremento en ALT, incremento en AST, incremento en enzimas hepáticas, incremento en transaminasas, náuseas, vómitos, estreñimiento.","y precauciones Contraindicaciones: Hipersensibilidad al fármaco, pacientes con insuficiencia renal grave. Precauciones: Insuficiencia hepática, riesgo hemorrágico, anestesia espinal/epidural/punción lumbar.","Anticoagulantes y medicamentos antiagregantes plaquetarios, antiinflamatorios no esteroideos (AINEs), inhibidores potentes de glicoproteína-P, inductores de la glicoproteína-P."
Grupo 10: Hematología,DARBEPOETINA ALFA,010.000.5632.00; 010.000.5633.00,"SOLUCIÓN INYECTABLE Subcutánea. Cada jeringa prellenada contiene: Darbepoetina alfa 300 µg. Adultos: Dosis inicial: Anemia en 500 µg una vez cada 3 semanas, o bien una dosis pacientes adultos de 010.000.5632.00 Envase con 1 microjeringa con 0.6 ml. con cáncer con 2.25 µg/kg de peso corporal administrada una vez a neoplasias no la semana. mieloides que SOLUCIÓN INYECTABLE reciben Una vez alcanzado el objetivo terapéutico, se debe quimioterapia. reducir la dosis 25 a 50% para asegurar que se Cada jeringa prellenada contiene: Darbepoetina alfa 500 µg. utiliza la dosis más baja que permita mantener el nivel de hemoglobina (Hb) necesario para controlar 010.000.5633.00 Envase con 1 microjeringa con 1.0 ml. los síntomas de la anemia.","Darbepoetin alfa estimula la eritropoyesis por el mismo mecanismo que la hormona endógena. Darbepoetin alfa tiene cinco cadenas de azúcares unidos a N mientras que la hormona endógena y las eritropoyetinas humanas recombinantes (r-HuEPO) tienen tres. Los residuos adicionales de azúcares son indistinguibles molecularmente de los de la hormona endógena. Debido a este mayor contenido de carbohidratos, darbepoetin alfa tiene una vida media terminal superior a las r- HuEPO y, consiguientemente, una mayor actividad in vivo. A pesar de estos cambios moleculares, darbepoetin alfa y las r-HuEPO tienen idénticos mecanismos de acción y la darbepoetin alfa mantiene la gran especificidad por el receptor de la eritropoyetina demostrada por las r-HuEPO.",C,"Dolor de cabeza, hipertensión, erupción cutánea, eventos tromboembólicos, dolor en el sitio de la inyección.","y precauciones Contraindicaciones: Hipersensibilidad al fármaco. Precauciones: Con objeto de asegurar una eritropoyesis efectiva, se deben determinar los niveles de hierro en todos los pacientes antes y durante el tratamiento. Se recomienda tratamiento suplementario con hierro en los pacientes cuya ferritina sérica es inferior a 100 µg/l o cuya saturación de transferrina es inferior al 20%. Aunque poco frecuente, la falta de respuesta al tratamiento con Darbepoetina alfa debe investigarse para conocer sus causas. Deficiencias de ácido fólico o de vitamina B12 reducen la efectividad de los factores estimuladores de la eritropoyesis y, por lo tanto, deben corregirse. Igualmente, la intoxicación grave por aluminio, las infecciones inter-recurrentes, los episodios traumáticos o inflamatorios, las pérdidas ocultas de sangre, la hemolisis o la fibrosis medular pueden comprometer la respuesta eritropoyética. La presión arterial debe controlarse en todos los pacientes con insuficiencia renal crónica, particularmente durante el inicio del tratamiento con Darbepoetina alfa. Se debe avisar a los pacientes de la importancia de cumplir con el tratamiento antihipertensivo y con las restricciones de la dieta. Si la presión arterial fuera difícil de controlar mediante la implantación de medidas apropiadas, la hemoglobina puede reducirse disminuyendo o interrumpiendo la dosis de Darbepoetina alfa. Darbepoetina alfa debe utilizarse con precaución en los pacientes con anemia de las células falciformes o epilepsia.","Los resultados clínicos obtenidos hasta ahora no indican ninguna interacción de Darbepoetina alfa con otras sustancias. Sin embargo, existe una interacción potencial con fármacos que están altamente orientados a eritrocitos, ejemplo: Ciclosporina, Tacrolimus. Si se administra darbepoetina alfa concomitantemente con cualquiera de estos fármacos, los niveles de estos en sangre deben monitorizarse y sus dosis deben ajustarse a medida que la hemoglobina aumente."
Grupo 10: Hematología,DEFERASIROX,010.000.2204.00; 010.000.2206.00,COMPRIMIDO Oral. Cada comprimido contiene: Adultos y niños mayores de 2 años de edad: Deferasirox 125 mg. 10-30 mg/kg de peso corporal. Tratamiento de la 010.000.2204.00 Envase con 28 comprimidos. Dosis de mantenimiento: 5 a 10 mg/kg de peso corporal. hemosiderosis COMPRIMIDO Controlar mensualmente la ferritina sérica y ajustar dosis cada 3 o 6 meses. transfusional. No se recomiendan dosis superiores a 30 mg/kg de peso corporal. Cada comprimido contiene: Si la ferritina sérica es inferior a 500 µg/L interrumpir el tratamiento. Deferasirox 500 mg. Los comprimidos se dispersan removiéndolos en un vaso de agua o jugo de naranja. 010.000.2206.00 Envase con 28 comprimidos. Los comprimidos no se deben masticar ni tragar enteros.,El deferasirox es un quelante oralmente activo con gran selectividad por el hierro.,C,"Diarrea, estreñimiento, vómitos, náuseas, dolor y distensión abdominal, dispepsia, cefalea, exantema, prurito, aumento de las transaminasas, aumento de la creatinina sérica, proteinuria.","Contraindicaciones: Hipersensibilidad al fármaco. Precauciones: Pacientes con insuficiencia renal o hepática, control de la creatinina sérica y de las transaminasas, no administrarse con otros quelantes de hierro, pacientes con intolerancia a la galactosa.","Con antiácidos que contengan aluminio, tomar el deferasirox con el estómago vacio, no tomar con jugo de manzana. DEXAMETASONA"
Grupo 10: Hematología,DEXAMETASONA,010.000.4241.00,"SOLUCIÓN INYECTABLE Intravenosa, intramuscular. Anemia y trombocitopenia Cada frasco ámpula o ampolleta contiene: Fosfato autoinmunes. Adultos: sódico de dexametasona equivalente a 8 mg. de fosfato Leucemia. Linfoma. 4 a 20 mg/día, en dosis mayores fraccionar cada de dexametasona. Síndrome de coagulación 6 a 8 horas. Dosis máxima: 80 mg/día. intravascular. Edema cerebral. Individualizar la dosis de acuerdo a la respuesta 010.000.4241.00 Envase con un frasco ámpula o ampolleta con 2 ml. clínica.","Disminuye la inflamación, estabilizando las membranas lisosomales de los leucocitos. Suprime la respuesta inmunológica, estimula la médula ósea e influye en el metabolismo proteico, de lípidos y glúcidos.",C,"12 viernes, 21 de diciembre de 2018 Hipertensión, edema no cerebral, cataratas, glaucoma, úlcera péptica, euforia, insomnio, comportamiento psicótico, hipokalemia, hiperglucemia, acné, erupción, retraso en la cicatrización, atrofia en los sitios de inyección, debilidad muscular, síndrome de supresión.","Contraindicaciones: Hipersensibilidad a corticoesteroides, infecciones sistémicas, diabetes mellitus descontrolada, glaucoma, gastritis. Precauciones: Hipertensión arterial sistémica.","Con fenobarbital, efedrina y rifampicina se acelera su eliminación, la indometacina y la aspirina aumentan el riesgo de hemorragia gastrointestinal. ENOXAPARINA"
Grupo 10: Hematología,ENOXAPARINA,010.000.2154.00; 010.000.2154.01; 010.000.4224.00; 010.000.4224.01; 010.000.4242.00; 010.000.4242.01,"SOLUCIÓN INYECTABLE Cada jeringa contiene: Enoxaparina sódica 20 mg. 010.000.4242.00 Envase con 2 jeringas de 0.2 ml. Subcutánea profunda, intravascular 010.000.4242.01 Envase con 2 jeringas con dispositivo de seguridad de 0.2 ml. Anticoagulante. (línea arterial del circuito). SOLUCIÓN INYECTABLE Profilaxis de la coagulación en la Adultos: Cada jeringa contiene: Enoxaparina sódica 40 mg. enfermedad tromboembólica. 1.5 mg/kg de peso corporal en una sola inyección o 010.000.2154.00 Envase con 2 jeringas de 0.4 ml. Profilaxis de la coagulación en el 1.0 mg/kg de peso corporal en dos 010.000.2154.01 Envase con 2 jeringas con dispositivo de seguridad de 0.4 ml. circuito de circulación inyecciones diarias. SOLUCIÓN INYECTABLE extracorpórea. 20-40 mg antes de iniciar la cirugía Cada jeringa contiene y durante 7 a 10 días después. Enoxaparina sódica 60 mg. 010.000.4224.00 Envase con 2 jeringas de 0.6 ml. 010.000.4224.01 Envase con 2 jeringas con dispositivo de seguridad de 0.6 ml.",Heparina de bajo peso molecular constituida por una mezcla de mucopolisacáridos en cadenas homogéneas cortas. Acción antitrombótica con menor riesgo de producir hemorragia.,D,Hemorragia por trombocitopenia. Equimosis en el sitio de la inyección.,"Contraindicaciones: Hipersensibilidad al fármaco. Endocarditis bacteriana aguda, enfermedades de coagulación sanguínea graves, úlcera gastro-duodenal activa, accidente cerebro vascular, trombocitopenia con agregación plaquetaria positiva in vitro, hipersensibilidad.","Los antiinflamatorios no esteroideos y los dextranos aumentan el efecto anticoagulante, mientras la protamina lo antagoniza."
Grupo 10: Hematología,EPTACOG ALFA (FACTOR DE COAGULACIÓN VII ALFA RECOMBINANTE),010.000.4238.00; 010.000.4238.01; 010.000.4238.02; 010.000.4245.00; 010.000.4245.01; 010.000.4245.02; 010.000.4250.00; 010.000.4250.01; 010.000.4250.02,"Dosis SOLUCIÓN INYECTABLE Cada frasco ámpula con liofilizado contiene: Factor de coagulación VII alfa recombinante 60 000 UI (1.2 mg) ó 1 mg (50 KUI) Envase con un frasco ámpula con liofilizado (1.2 mg) y un frasco ámpula con 2 ml de 010.000.4238.00 diluyente, y equipo para su administración. Envase con un frasco ámpula con liofilizado (1 mg) y un frasco ámpula con 1.0 ml o 1.1 010.000.4238.01 ml de diluyente. Envase con un frasco ámpula con liofilizado (1 mg) y jeringa prellenada con 1.0 ml de 010.000.4238.02 diluyente y un adaptador del frasco ámpula. Intravenosa. Episodios SOLUCIÓN INYECTABLE Adultos: hemorrágicos y 90 µg/kg de peso corporal prevención de Cada frasco ámpula con liofilizado contiene: Factor de coagulación VII alfa primera dosis. Sangrados sangrado excesivo recombinante 120 000 UI (2.4 mg) ó 2 mg (100 KUI) graves aplicar dosis relacionado con subsecuentes de 90 µg/kg cirugía en pacientes Envase con un frasco ámpula con liofilizado (2.4 mg) y un frasco ámpula con 4 ml de de peso corporal cada 3 a 010.000.4245.00 con hemofilia diluyente, y equipo para su administración. 6 horas. hereditaria o Envase con un frasco ámpula con liofilizado (2 mg) y un frasco ámpula con 2.0 ml o 2.1 010.000.4245.01 adquirida que han ml de diluyente. Niños: desarrollado Envase con un frasco ámpula con liofilizado (2 mg) y jeringa prellenada con 2.0 ml de 90 a 120 µg/kg de peso 010.000.4245.02 inhibidores a los diluyente y un adaptador del frasco ámpula. corporal primera dosis. factores VIII y IX de SOLUCIÓN INYECTABLE Subsecuentemente 90 a la coagulación. 120 µg/kg de peso Cada frasco ámpula con liofilizado contiene: Factor de coagulación VII alfa corporal cada 3 a 6 horas. recombinante 240 000 UI (4.8 mg) ó 5 mg (250 KUI) Envase con un frasco ámpula con liofilizado (4.8 mg) y un frasco ámpula con 8 ml de diluyente, y equipo para su administración. 010.000.4250.00 ó Envase con un frasco ámpula con liofilizado (5 mg) y un frasco ámpula con de 5.0 ml o 010.000.4250.01 5.2 ml de diluyente. Envase con un frasco ámpula con liofilizado (5 mg) y jeringa prellenada con 5.0 ml de 010.000.4250.02 diluyente y un adaptador del frasco ámpula.","Estructuralmente muy similar al factor VII activado derivado del plasma humano. Diseñado para el tratamiento de pacientes hemofílicos que han desarrollado inhibidores a los factores VIII (FVIII) y IX (FIX) de la coagulación y es obtenido mediante tecnología recombinante a través de la clonación y expresión de genes en células renales de hámster recién nacido. 14 viernes, 21 de diciembre de 2018",C,"Dolor, fiebre, cefalea, náuseas y vómitos, cambios en la presión arterial y rash cutáneo. Se han reportado eventos trombóticos y trastornos de la coagulación como plaquetopenia, disminución del fibrinógeno y presencia del dímero D.","Contraindicaciones: Hipersensibilidad a proteínas de bovino hámster o de ratón. Precauciones: Aterosclerosis avanzada, politraumatismos y septicemia en las que el factor tisular pudiera estar sobre expresado con riesgo potencial de desarrollar eventos trombóticos o inducir coagulación intravascular diseminada (CID); hemorragias leves o moderadas. La duración del tratamiento ambulatorio no debe exceder de 24 horas. Si el episodio hemorrágico no cede debe remitirse de inmediato al centro hospitalario.",Ninguna de importancia clínica. FACTOR ANTIHEMOFÍLICO HUMANO
Grupo 10: Hematología,FACTOR ANTIHEMOFÍLICO HUMANO,010.000.4239.00,"SOLUCIÓN INYECTABLE Intravenosa lenta. Tratamiento o prevención Cada frasco ámpula con liofilizado contiene: Factor antihemofílico de la hemorragia en Humano 250 UI. Adultos y niños: 10 a 20 UI/kg, seguido pacientes con Hemofilia A de 10 a 25 UI/kg cada 8-12 horas, hasta (carencia de factor VIII). Envase con un frasco ámpula, frasco ámpula con diluyente y que la hemorragia sea controlada. 010.000.4239.00 equipo para administración.",El factor antihemofílico (Factor VIII) es una glicoproteína de alto peso molecular que funciona como cofactor en la cascada de la coagulación.,C,"Dolor en el sitio de inyección, cefalea, vértigo, reacciones alérgicas.","Contraindicaciones: Hipersensibilidad al fármaco, la administración de dosis altas puede producir hemólisis a pacientes con grupo sanguíneo A, B, o AB, no utilizar jeringa de vidrio para su administración.",Ninguna de importancia clínica.
Grupo 10: Hematología,FACTOR IX,010.000.5238.00; 010.000.5343.00; 010.000.5343.01; 010.000.5344.00; 010.000.5344.01,"Intravenosa lenta. SOLUCIÓN INYECTABLE Adultos y niños: Deficiencia del factor IX Cada frasco ámpula con liofilizado (Hemofilia B o Enfermedad de contiene: Factor IX 400 a 600 UI. Las unidades que se requieren se calculan multiplicando 0.8 a Christmas). 1/peso corporal en kg/% de aumento deseado en la concentración del factor IX en venoclisis o inyección lenta. Intoxicación con anticoagulantes. 010.000.5238.00 Envase con un frasco ámpula y diluyente. Dosis individualizada según grado de eficiencia valor del factor IX, peso del paciente y gravedad de la hemorragia. SOLUCIÓN INYECTABLE Cada frasco ámpula con liofilizado contiene: Factor IX de coagulación recombinante 500 UI. 010.000.5343.00 Envase con frasco ámpula con Intravenosa lenta. liofilizado y frasco ámpula con diluyente. 010.000.5343.01 Envase con frasco ámpula con Adultos: liofilizado, una jeringa con 5 ml de Tratamiento de la deficiencia de la Peso corporal en kg multiplicado por el porcentaje de aumento diluyente, un equipo de infusión, un hemofilia B (enfermedad de adaptador. deseado del factor IX multiplicado por 1.2 Christmas). UI. SOLUCIÓN INYECTABLE Profilaxis de la hemorragia por Niños menores de 15 años: Cada frasco ámpula con liofilizado deficiencia del factor IX. contiene: Factor IX de coagulación Peso corporal en kg multiplicado por el porcentaje de aumento recombinante 1000 UI. deseado del factor IX multiplicado por 1.4 UI. 010.000.5344.00 Envase con frasco ámpula con liofilizado y frasco ámpula con diluyente. 010.000.5344.01 Envase con frasco ámpula con liofilizado, una jeringa con 5 ml de diluyente, un equipo de infusión, un adaptador.",Restituye directamente el factor de coagulación deficiente.,C,"Tromboembolia, hemólisis intravascular en pacientes con tipo sanguíneo A, B o AB, fiebre, rubor, hormigueo, hipersensibilidad, cefalea. 16 viernes, 21 de diciembre de 2018","Contraindicaciones: Hipersensibilidad al fármaco. Hepatopatía, coagulación intravascular, fibrinolisis.",Ninguna de importancia clínica. FACTOR VIII DE LA COAGULACIÓN SANGUÍNEA HUMANO/FACTOR DE VON WILLEBRAND
Grupo 10: Hematología,FACTOR VIII DE LA COAGULACIÓN SANGUÍNEA HUMANO/FACTOR DE VON WILLEBRAND,010.000.5643.00; 010.000.5644.00,"SOLUCIÓN INYECTABLE Intravenosa Adultos y niños: Dosis de 40- Cada frasco ámpula con liofilizado contiene: Factor VIII de la 80 UI/kg de peso corporal de Factor de coagulación sanguínea humano 250 UI. Factor de Von von Willebrand. Evaluar Willebrand 600 UI. un ajuste en la dosis a las 12-24 horas en Tratamiento de eventos de función de la gravedad del sangrado. 010.000.5643.00 Envase con un frasco ámpula con liofilizado y un frasco ámpula sangrado en pacientes con Puede requerirse una dosis inicial de con 5 ml de diluyente. enfermedad de von 80 UI/kg de peso corporal SOLUCIÓN INYECTABLE Willebrand, y que no son especialmente en la enfermedad de vW candidatos a ser tratados tipo 3 donde el mantenimiento de niveles Cada frasco ámpula con liofilizado contiene: Factor VIII de la con desmopresina. adecuados puede requerir dosis mayores coagulación sanguínea humano 500 UI. Factor de Von que en otros tipos de esta enfermedad. La Willebrand 1200 UI. dosis y duración del tratamiento dependen del cuadro clínico, la severidad del 010.000.5644.00 Envase con un frasco ámpula con liofilizado y un frasco ámpula sangrado y los niveles del factor de vW. con 10 ml de diluyente.","Factor de von Willebrand en concentrado plasmático estable, purificado, estéril, liofilizado que se comporta como el FvW endógeno y con propiedades protectoras del factor VIII de la coagulación. El factor de vW participa principalmente en la adhesión y agregación plaquetaria en sitios de daño vascular.",C,"Náusea, molestias abdominales, mareo y fiebre. En los pacientes con EvW, especialmente tipo 3, muy raramente pueden desarrollar anticuerpos neutralizadores (inhibidores) al FvW. En caso de presentarse estos inhibidores se manifestarán como una respuesta clínica inadecuada. Eventos tromboembólicos asociados a altos niveles plasmáticos de FVIII en pacientes que son tratados repetidamente con concentrados de plasma; sobre todo en pacientes que con factores de riesgo agregados tales como cirugía mayor, edad, obesidad, inmovilización.",Contraindicaciones: Hipersensibilidad al biológico. Precauciones: Se recomienda el monitoreo de los niveles plasmáticos de FVIII:C a fin de evitar niveles plasmáticos excesivos y sostenidos que puedan incrementar el riesgo de eventos trombóticos. Ninguna de importancia clínica.,17
Grupo 10: Hematología,FACTOR VIII RECOMBINANTE,010.000.5252.00; 010.000.5253.00,"SOLUCIÓN INYECTABLE Cada frasco ámpula con liofilizado contiene: Intravenosa lenta Factor VIII Recombinante 250 UI. Adultos y niños: Tratamiento: 10 a Tratamiento o 20 UI/kg de peso corporal, cada 8- Envase con un frasco ámpula con liofilizado, un frasco ámpula con 10 ml prevención de la 12 horas, hasta que la hemorragia 010.000.5252.00 de diluyente o jeringa con 2.5 ml de diluyente y equipo para administración. hemorragia en sea controlada. SOLUCIÓN INYECTABLE pacientes con hemofilia A (carencia Prevención: Cada frasco ámpula con liofilizado contiene: de factor VIII). Seguido de 10 a 25 UI/kg de peso Factor VIII recombinante 500 UI. corporal, dos o tres veces por semana. Envase con un frasco ámpula con liofilizado, un frasco ámpula con 10 ml 010.000.5253.00 de diluyente o jeringa con 2.5 ml de diluyente y equipo para administración.",El factor antihemofílico (factor VIII) es una glucoproteína altamente purificada y fabricada con la tecnología del DNA recombinante en células de hámster a las cuales se les introdujo el gen del factor VIII humano. que funciona como cofactor en la cascada de la coagulación.,C,"Reacción local en el sitio de la administración, mareo, rash, alteraciones en el gusto, hipertensión leve, disnea, prurito, desorientación, náusea y rinitis. Rara vez reacciones alérgicas graves tipo anafilaxia en jóvenes.",Contraindicaciones: Intolerancia conocida a los componentes de la fórmula. Hipersensibilidad a las proteínas de ratones o hámster. Precauciones: Administrar sólo después de demostrar la deficiencia del factor VIII. Monitorizar por clínica y laboratorio el desarrollo de anticuerpos anti factor VIII (Inhibidores).,Ninguna conocida hasta el momento.
Grupo 10: Hematología,FITOMENADIONA,010.000.0626.00; 010.000.0626.01; 010.000.1732.00; 010.000.1732.01,SOLUCIÓN O EMULSION INYECTABLE Intramuscular. Cada ampolleta contiene: Fitomenadiona 10 mg. Hipoprotrombinemia debido a: Recién nacidos: Intoxicación por anticoagulantes orales. 010.000.0626.00 Envase con 3 ampolletas de 1 ml. 2 mg después del nacimiento. 010.000.0626.01 Envase con 5 ampolletas de 1 ml. Adultos: Prevención de hemorragia en neonatos. SOLUCIÓN O EMULSION 10 a 20 mg cada 6 a 8 horas. Dosis INYECTABLE máxima 50 mg/día. Enfermedad hepatocelular. Deficiencia de vitamina K por nutrición Cada ampolleta contiene: Fitomenadiona 2 mg. Niños: parenteral prolongada. 2 a 10 mg/día. 010.000.1732.00 Envase con 3 ampolletas de 0.2 ml. 010.000.1732.01 Envase con 5 ampolletas de 0.2 ml.,Promueve la formación hepática de los factores de coagulación dependientes de vitamina K.,C,"Hemólisis, ictericia, hiperbilurrubinemia indirecta, diaforesis, sensación de opresión torácica, colapso vascular.","Contraindicaciones: Hipersensibilidad al fármaco. Deficiencia de glucosa 6 fosfato deshidrogenasa eritrocítica, infarto al miocardio, hemorragia cerebral activa o reciente.",Disminuye el efecto de los anticoagulantes orales.
Grupo 10: Hematología,FUMARATO FERROSO,010.000.1701.00; 010.000.1702.00,"TABLETA Oral. Cada tableta contiene: Fumarato ferroso 200 mg. equivalente a 65.74 mg de hierro elemental. Adultos: 200 mg tres veces al día Prevención: 200 mg/día 010.000.1701.00 Envase con 50 tabletas. Oral. Prevención y tratamiento de deficiencia de hierro. SUSPENSIÓN ORAL Niños: 3 mg/kg de peso corporal/día, dividir en tres tomas. Cada ml contiene: Fumarato ferroso 29 mg Profilaxis: 5 mg/kg de peso corporal/día. Fraccionar en equivalente a 9.53 mg de hierro elemental. tres tomas. 010.000.1702.00 Envase con 120 ml. Prematuros: 1 a 2 mg/kg de peso corporal/día, fraccionar en tres tomas. Administrar junto con los alimentos.",Proporciona el hierro elemental que es el componente esencial para la síntesis de hemoglobina.,A,"Dolor abdominal, náusea, vómito, pirosis, estreñimiento","Contraindicaciones: Hipersensibilidad al fármaco. Precauciones: Úlcera péptica, enteritis regional, colitis ulcerativa, daño hepático, gastritis, hemocromatosis, hemosiderosis, anemias no ferroprivas.","Los antiácidos, vitamina E y colestiramina disminuyen su absorción gastrointestinal. Con vitamina C aumenta su absorción."
Grupo 10: Hematología,HEPARINA,010.000.0621.00; 010.000.0622.00,"SOLUCIÓN INYECTABLE Intravenosa. Cada frasco ámpula contiene: Heparina sódica equivalente a 10 000 UI de heparina. Coagulación intravascular Adultos: Inicial 5 000 UI. diseminada. Envase con 50 frascos ámpula con 10 ml Subsecuente: 5 000 a 10 000 UI cada 6 horas hasta un total de 010.000.0621.00 (1000 UI/ml). Prevención y tratamiento 20 000 UI diariamente y de acuerdo a la respuesta clínica. de tromboembolia SOLUCIÓN INYECTABLE pulmonar, Niños: Inicial: 100 a 200 UI/kg/ dosis (equivalente de 1 a 2 Cada frasco ámpula contiene: Heparina mg/kg/ dosis). Infarto del miocardio. sódica equivalente a 25 000 UI de Hemodiálisis. heparina. Subsecuentes: Dosis similares cada 4 a 6 horas dependiendo Circulación extracorpórea. de las condiciones clínicas del paciente y del efecto Envase con 50 frascos ámpula con 5 ml (5 anticoagulante obtenido. 010.000.0622.00 000 UI/ml).",Acelera la formación en un complejo antitrombina III y trombina. Inactiva la trombina y evita la conversión de fibrinógeno en fibrina.,C,"Fiebre, reacciones anafilácticas, alopecia, osteoporosis, trombocitopenia, dermatitis, diarrea, hipoprotrombinemia.","Contraindicaciones: Hipersensibilidad al fármaco. Hemorragia, embarazo, úlcera péptica activa, insuficiencia hepática severa, alcoholismo crónico, hipertensión arterial severa, ingestión de salicilatos.","Los anticoagulantes orales producen acción sinérgica. Con salicilatos aumenta el efecto anticoagulante, no usarlos asociados. HIDROXOCOBALAMINA"
Grupo 10: Hematología,HIDROXOCOBALAMINA,010.000.1708.00,"Intramuscular. SOLUCIÓN INYECTABLE Adultos y niños: Cada ampolleta o frasco ámpula con solución o liofilizado Anemias megaloblásticas por Inicial: 50 a 100 µg/día o cada tercer día, contiene: Hidroxocobalamina 100 µg. deficiencia de vitamin B12. por dos a cuatro semanas 010.000.1708.00 Envase con 3 ampolletas de 2 ml o frasco ámpula y diluyente. Mantenimiento: 100 a 200 µg cada mes.",Coenzima para diversas funciones metabólicas. Indispensable para la replicación celular y la hematopoyesis.,A,"Reacciones de hipersensibilidad, urticaria crónica, diarrea, prurito, trombosis vascular periférica. 21 viernes, 21 de diciembre de 2018",Contraindicaciones: Hipersensibilidad al fármaco. No está indicada en el tratamiento de las neuritis periféricas ni de otros procesos patológicos.,"Con neomicina, colchicina, ácido paraminosalicílico y cloramfenicol, se produce mala absorción. No debe usarse asociada a estos medicamentos. HIERRO DEXTRÁN"
Grupo 10: Hematología,HIERRO DEXTRÁN,010.000.1705.00,SOLUCIÓN INYECTABLE Intramuscular profunda o intravenosa lenta. Pacientes con anemia por Cada ampolleta contiene: Hierro en Adultos y niños mayores de 50 kg de peso: 100 a 200 mg cada deficiencia de hierro en quienes forma de hierro dextrán 100 mg. 24 a 48 horas. Dosis máxima intravenosa: 100 mg. esté contraindicado el uso de la vía oral. Niños: Menos de 5 kg: 25 mg/ día. De 5 a 9 kg: 50 mg/ día. 010.000.1705.00 Envase con 3 ampolletas de 2 ml. Mayores de 50 kg: 100 mg/ día.,"Proporciona hierro, componente básico para la síntesis esencial de hemoglobina.",C,"Artralgias, choque anafiláctico, absceso glúteo, colapso vascular, enterorragia, flebitis, hipotensión arterial. No debe usarse en forma repetida ni prolongada; cefalea, parestesias, artralgia, mialgia, mareo, síncope, náusea, vómito.","Contraindicaciones: Hipersensibilidad al fármaco. Cefalalgia, fiebre, dolor precordial, dolor local, adenopatía, anemias que no sean por deficiencia de hierro. Precauciones: No usar en disfunción hepática y artritis reumatoide.",Ninguna de importancia clínica. INTERFERÓN
Grupo 10: Hematología,INTERFERÓN,010.000.5245.00; 010.000.5245.01,"SOLUCIÓN INYECTABLE Mieloma múltiple. Cada frasco ámpula o jeringa contiene: Melanoma maligno. Leucemia de células Interferón alfa 2ª 4.5 ó 9 millones UI. peludas. Subcutánea o intramuscular. Sarcoma de Kaposi. Carcinoma renal Envase con un frasco ámpula o jeringa con una aguja. avanzado. o Adultos y niños: 010.000.5245.00 Leucemia granulocítica crónica. Cada frasco ámpula contiene: Interferón alfa 2b 5, 18 ó 25 Dosis a juicio del especialista. Condiloma acuminado. Auxiliar en el millones UI. tratamiento de la hepatitis crónica B y C. Envase con un frasco ámpula con o sin ampolleta con 010.000.5245.01 diluyente.","Citocinas potentes con efecto antiviral, antiproliferativo e inmunomodulador.",C,"Fiebre, fatiga, artrálgias y cefalea, mareos, sedación, confusión y depresión, leucopenia y trombocitopenia.","Contraindicaciones: Hipersensibilidad al fármaco. Insuficiencia cardiaca, hepática, renal o tiroidea.",Aumenta los efectos de los depresores y disminuye su eliminación con aminofilina. MOROCTOCOG ALFA
